ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,name
000001.SH,20260304,4082.474,4087.632,4106.0397,4055.4125,4122.676,-40.202,-0.9751,765169531.0,1113081986.0775,上证指数
000001.SH,20260303,4122.676,4189.4079,4197.228,4116.011,4182.5909,-59.9149,-1.4325,921139170.0,1425790202.3362,上证指数
000001.SH,20260302,4182.5909,4151.8011,4188.7702,4131.3676,4162.8815,19.7094,0.4735,861579218.0,1345892469.3952,上证指数
000001.SH,20260227,4162.8815,4128.8974,4166.2344,4128.36,4146.6311,16.2504,0.3919,682047646.0,1072367831.6098,上证指数
000001.SH,20260226,4146.6311,4151.068,4152.1926,4127.1531,4147.2305,-0.5994,-0.0145,651702826.0,1067198717.4341,上证指数
000001.SH,20260225,4147.2305,4123.7808,4167.8438,4122.6987,4117.4089,29.8216,0.7243,724787214.0,1085969561.1741,上证指数
000001.SH,20260224,4117.4089,4129.1338,4131.5499,4105.9369,4082.0726,35.3363,0.8656,566322249.0,938611375.9998,上证指数
000001.SH,20260213,4082.0726,4115.9243,4123.8443,4079.7702,4134.0178,-51.9452,-1.2565,500799472.0,846808337.4621,上证指数
000001.SH,20260212,4134.0178,4136.99,4140.5931,4124.1308,4131.985,2.0328,0.0492,529370116.0,897955034.8388,上证指数
000001.SH,20260211,4131.985,4124.4277,4142.5612,4122.4283,4128.3731,3.6119,0.0875,500685278.0,822607547.2508,上证指数
000001.SH,20260210,4128.3731,4127.7658,4134.3382,4117.5635,4123.0897,5.2834,0.1281,524620969.0,882201747.0438,上证指数
000001.SH,20260209,4123.0897,4103.5396,4123.1587,4093.0561,4065.5834,57.5063,1.4145,572632582.0,949726335.9658,上证指数
000001.SH,20260206,4065.5834,4040.2992,4095.0303,4029.9731,4075.9167,-10.3333,-0.2535,556709801.0,898655032.959,上证指数
000001.SH,20260205,4075.9167,4075.0254,4088.9041,4048.939,4102.202,-26.2853,-0.6408,596722236.0,946988891.2706,上证指数
000001.SH,20260204,4102.202,4064.6772,4104.6207,4062.6825,4067.7379,34.4641,0.8473,674254244.0,1063544769.9283,上证指数
000001.SH,20260203,4067.7379,4043.9061,4069.4179,4002.782,4015.7464,51.9915,1.2947,637684249.0,1110720213.0163,上证指数
000001.SH,20260202,4015.7464,4079.7075,4103.4073,4013.6557,4117.9476,-102.2012,-2.4818,732953698.0,1163532654.1618,上证指数
000001.SH,20260130,4117.9476,4131.9929,4152.8501,4064.7769,4157.9845,-40.0369,-0.9629,804342746.0,1269855689.0279,上证指数
000001.SH,20260129,4157.9845,4155.9185,4170.2138,4138.2992,4151.2378,6.7467,0.1625,905908371.0,1485795395.4162,上证指数
000001.SH,20260128,4151.2378,4150.2152,4170.1468,4138.0188,4139.9041,11.3337,0.2738,823026748.0,1365526057.112,上证指数
000001.SH,20260127,4139.9041,4125.2155,4158.8019,4101.8299,4132.6052,7.2989,0.1766,754990869.0,1289432378.9454,上证指数
000001.SH,20260126,4132.6052,4144.7782,4160.9852,4124.7004,4136.1642,-3.559,-0.086,887439731.0,1451859840.0273,上证指数
000001.SH,20260123,4136.1642,4130.1076,4143.7498,4120.204,4122.576,13.5882,0.3296,782115454.0,1336857054.8376,上证指数
000001.SH,20260122,4122.576,4126.0717,4140.8378,4109.9232,4116.94,5.636,0.1369,709695409.0,1201764210.2374,上证指数
000001.SH,20260121,4116.94,4103.5291,4135.9585,4103.5291,4113.649,3.291,0.08,666989507.0,1180184557.0062,上证指数
000001.SH,20260120,4113.649,4116.3659,4128.9304,4080.2938,4114.0001,-0.3511,-0.0085,734362496.0,1221485626.2085,上证指数
000001.SH,20260119,4114.0001,4090.7185,4126.5175,4090.0567,4101.9127,12.0874,0.2947,688905870.0,1190137813.599,上证指数
000001.SH,20260116,4101.9127,4127.0632,4140.2251,4091.8106,4112.6012,-10.6885,-0.2599,763588465.0,1338017280.024,上证指数
000001.SH,20260115,4112.6012,4106.2241,4133.0726,4096.8496,4126.0932,-13.492,-0.327,680250791.0,1175915097.3961,上证指数
000001.SH,20260114,4126.0932,4138.6454,4190.8663,4103.6205,4138.7585,-12.6653,-0.306,952551289.0,1607041237.7679,上证指数
000001.SH,20260113,4138.7585,4169.7041,4179.702,4126.2343,4165.287,-26.5285,-0.6369,868382717.0,1481574218.6134,上证指数
000001.SH,20260112,4165.287,4134.893,4168.3569,4119.8793,4120.426,44.861,1.0887,839456089.0,1446230122.0053,上证指数
000001.SH,20260109,4120.426,4086.7624,4121.7226,4083.6155,4082.9788,37.4472,0.9172,729837985.0,1289205972.2632,上证指数
000001.SH,20260108,4082.9788,4077.715,4093.8718,4067.1216,4085.7723,-2.7935,-0.0684,666131337.0,1183188755.9514,上证指数
000001.SH,20260107,4085.7723,4083.843,4098.7771,4069.4358,4083.6672,2.1051,0.0515,683384352.0,1197422798.2767,上证指数
000001.SH,20260106,4083.6672,4026.0158,4083.6672,4025.088,4023.4167,60.2505,1.4975,702472270.0,1175768705.035,上证指数
000001.SH,20260105,4023.4167,3986.9721,4025.2632,3983.5759,3968.8401,54.5766,1.3751,596950455.0,1067334169.2015,上证指数
000001.SH,20251231,3968.8401,3968.7256,3977.5358,3955.4871,3965.1159,3.7242,0.0939,490751490.0,829511897.4949,上证指数
000001.SH,20251230,3965.1159,3947.8707,3979.9901,3947.4187,3965.2796,-0.1637,-0.0041,525932588.0,887533318.5884,上证指数
399001.SZ,20260717,13706.8841,14348.2151,14350.4678,13586.4888,14488.6541,-781.77,-5.3957,296374862.41,874338468.4,深证成指
399001.SZ,20260716,14488.6541,14497.429,14780.4599,14386.414,14779.3965,-290.7424,-1.9672,258370677.87,793796663.76892,深证成指
